,description,industry,level,size,line_code,value
5397,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Computer systems design,2,total,D1705,0
5398,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Other professional scientific,2,total,D1705,27
5399,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Administrative & support services,1,total,D1705,9
5400,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Education & training,1,total,D1705,0
5401,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Health care & social assistance,1,total,D1705,12
5402,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Arts & recreation services,1,total,D1705,0
5403,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",Other services,1,total,D1705,0
5404,"Reasons given for not receiving the full amount: no business plan, or the plan was not acceptable",total,0,total,D1705,51
5405,Reasons given for not receiving the full amount: no one was willing to personally guarantee,total,0,619 employees,D1706,75
5406,Reasons given for not receiving the full amount: no one was willing to personally guarantee,total,0,2049 employees,D1706,27
5407,Reasons given for not receiving the full amount: no one was willing to personally guarantee,total,0,5099 employees,D1706,3
5408,Reasons given for not receiving the full amount: no one was willing to personally guarantee,total,0,100+ employees,D1706,3
5409,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Agriculture, forestry, & fishing",1,total,D1706,0
5410,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Agriculture,2,total,D1706,0
5411,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Commercial fishing,2,total,D1706,0
5412,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Forestry & logging,2,total,D1706,0
5413,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Agriculture, forestry, & fishing support services",2,total,D1706,0
5414,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Mining,1,total,D1706,0
5415,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Manufacturing,1,total,D1706,18
5416,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Food, beverage, & tobacco",2,total,D1706,0
5417,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Textile, clothing, footwear, & leather",2,total,D1706,0
5418,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Wood & paper product,2,total,D1706,0
5419,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Printing, publishing, & recorded media",2,total,D1706,0
5420,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Petroleum, coal, chemical, & associated product",2,total,D1706,3
5421,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Non-metallic mineral product,2,total,D1706,0
5422,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Metal product,2,total,D1706,0
5423,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Transport and industrial machinery & equipment,2,total,D1706,9
5424,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other machinery & equipment,2,total,D1706,0
5425,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other manufacturing,2,total,D1706,3
5426,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Electricity, gas, water, & waste services",1,total,D1706,0
5427,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Construction,1,total,D1706,42
5428,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Wholesale trade,1,total,D1706,9
5429,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Machinery & equipment wholesaling,2,total,D1706,0
5430,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other wholesale trade,2,total,D1706,6
5431,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Retail trade,1,total,D1706,0
5432,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Accommodation & food services,1,total,D1706,0
5433,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Transport, postal, & warehousing",1,total,D1706,12
5434,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Information media & telecommunications,1,total,D1706,0
5435,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Publishing,2,total,D1706,0
5436,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Motion picture,2,total,D1706,0
5437,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Telecommunications,2,total,D1706,0
5438,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Financial & insurance services,1,total,D1706,0
5439,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Finance,2,total,D1706,0
5440,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Insurance,2,total,D1706,0
5441,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Auxiliary,2,total,D1706,0
5442,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Rental, hiring, & real estate services",1,total,D1706,0
5443,Reasons given for not receiving the full amount: no one was willing to personally guarantee,"Professional, scientific, & technical services",1,total,D1706,24
5444,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Computer systems design,2,total,D1706,0
5445,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other professional scientific,2,total,D1706,24
5446,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Administrative & support services,1,total,D1706,0
5447,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Education & training,1,total,D1706,0
5448,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Health care & social assistance,1,total,D1706,0
5449,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Arts & recreation services,1,total,D1706,0
5450,Reasons given for not receiving the full amount: no one was willing to personally guarantee,Other services,1,total,D1706,0
5451,Reasons given for not receiving the full amount: no one was willing to personally guarantee,total,0,total,D1706,108
5452,Reasons given for not receiving the full amount: other reasons,total,0,619 employees,D1707,312
5453,Reasons given for not receiving the full amount: other reasons,total,0,2049 employees,D1707,21
5454,Reasons given for not receiving the full amount: other reasons,total,0,5099 employees,D1707,15
5455,Reasons given for not receiving the full amount: other reasons,total,0,100+ employees,D1707,21
5456,Reasons given for not receiving the full amount: other reasons,"Agriculture, forestry, & fishing",1,total,D1707,3
5457,Reasons given for not receiving the full amount: other reasons,Agriculture,2,total,D1707,0
5458,Reasons given for not receiving the full amount: other reasons,Commercial fishing,2,total,D1707,0
5459,Reasons given for not receiving the full amount: other reasons,Forestry & logging,2,total,D1707,3
5460,Reasons given for not receiving the full amount: other reasons,"Agriculture, forestry, & fishing support services",2,total,D1707,0
5461,Reasons given for not receiving the full amount: other reasons,Mining,1,total,D1707,3
5462,Reasons given for not receiving the full amount: other reasons,Manufacturing,1,total,D1707,42
5463,Reasons given for not receiving the full amount: other reasons,"Food, beverage, & tobacco",2,total,D1707,24
5464,Reasons given for not receiving the full amount: other reasons,"Textile, clothing, footwear, & leather",2,total,D1707,0
5465,Reasons given for not receiving the full amount: other reasons,Wood & paper product,2,total,D1707,0
5466,Reasons given for not receiving the full amount: other reasons,"Printing, publishing, & recorded media",2,total,D1707,0
5467,Reasons given for not receiving the full amount: other reasons,"Petroleum, coal, chemical, & associated product",2,total,D1707,9
5468,Reasons given for not receiving the full amount: other reasons,Non-metallic mineral product,2,total,D1707,3
5469,Reasons given for not receiving the full amount: other reasons,Metal product,2,total,D1707,3
5470,Reasons given for not receiving the full amount: other reasons,Transport and industrial machinery & equipment,2,total,D1707,0
5471,Reasons given for not receiving the full amount: other reasons,Other machinery & equipment,2,total,D1707,0
5472,Reasons given for not receiving the full amount: other reasons,Other manufacturing,2,total,D1707,6
5473,Reasons given for not receiving the full amount: other reasons,"Electricity, gas, water, & waste services",1,total,D1707,3
5474,Reasons given for not receiving the full amount: other reasons,Construction,1,total,D1707,81
5475,Reasons given for not receiving the full amount: other reasons,Wholesale trade,1,total,D1707,3
5476,Reasons given for not receiving the full amount: other reasons,Machinery & equipment wholesaling,2,total,D1707,0
5477,Reasons given for not receiving the full amount: other reasons,Other wholesale trade,2,total,D1707,0
5478,Reasons given for not receiving the full amount: other reasons,Retail trade,1,total,D1707,51
5479,Reasons given for not receiving the full amount: other reasons,Accommodation & food services,1,total,D1707,66
5480,Reasons given for not receiving the full amount: other reasons,"Transport, postal, & warehousing",1,total,D1707,0
5481,Reasons given for not receiving the full amount: other reasons,Information media & telecommunications,1,total,D1707,3
5482,Reasons given for not receiving the full amount: other reasons,Publishing,2,total,D1707,0
5483,Reasons given for not receiving the full amount: other reasons,Motion picture,2,total,D1707,0
5484,Reasons given for not receiving the full amount: other reasons,Telecommunications,2,total,D1707,0
5485,Reasons given for not receiving the full amount: other reasons,Financial & insurance services,1,total,D1707,6
5486,Reasons given for not receiving the full amount: other reasons,Finance,2,total,D1707,3
5487,Reasons given for not receiving the full amount: other reasons,Insurance,2,total,D1707,0
5488,Reasons given for not receiving the full amount: other reasons,Auxiliary,2,total,D1707,6
5489,Reasons given for not receiving the full amount: other reasons,"Rental, hiring, & real estate services",1,total,D1707,3
5490,Reasons given for not receiving the full amount: other reasons,"Professional, scientific, & technical services",1,total,D1707,30
5491,Reasons given for not receiving the full amount: other reasons,Computer systems design,2,total,D1707,3
5492,Reasons given for not receiving the full amount: other reasons,Other professional scientific,2,total,D1707,30
5493,Reasons given for not receiving the full amount: other reasons,Administrative & support services,1,total,D1707,33
5494,Reasons given for not receiving the full amount: other reasons,Education & training,1,total,D1707,30
5495,Reasons given for not receiving the full amount: other reasons,Health care & social assistance,1,total,D1707,3
5496,Reasons given for not receiving the full amount: other reasons,Arts & recreation services,1,total,D1707,6
5497,Reasons given for not receiving the full amount: other reasons,Other services,1,total,D1707,0
5498,Reasons given for not receiving the full amount: other reasons,total,0,total,D1707,372
5499,Reasons given for not receiving the full amount: no reasons,total,0,619 employees,D1708,474
5500,Reasons given for not receiving the full amount: no reasons,total,0,2049 employees,D1708,81
5501,Reasons given for not receiving the full amount: no reasons,total,0,5099 employees,D1708,21
5502,Reasons given for not receiving the full amount: no reasons,total,0,100+ employees,D1708,15
5503,Reasons given for not receiving the full amount: no reasons,"Agriculture, forestry, & fishing",1,total,D1708,51
5504,Reasons given for not receiving the full amount: no reasons,Agriculture,2,total,D1708,24
5505,Reasons given for not receiving the full amount: no reasons,Commercial fishing,2,total,D1708,0
5506,Reasons given for not receiving the full amount: no reasons,Forestry & logging,2,total,D1708,3
5507,Reasons given for not receiving the full amount: no reasons,"Agriculture, forestry, & fishing support services",2,total,D1708,21
5508,Reasons given for not receiving the full amount: no reasons,Mining,1,total,D1708,3
5509,Reasons given for not receiving the full amount: no reasons,Manufacturing,1,total,D1708,48
5510,Reasons given for not receiving the full amount: no reasons,"Food, beverage, & tobacco",2,total,D1708,24
5511,Reasons given for not receiving the full amount: no reasons,"Textile, clothing, footwear, & leather",2,total,D1708,0
5512,Reasons given for not receiving the full amount: no reasons,Wood & paper product,2,total,D1708,3
5513,Reasons given for not receiving the full amount: no reasons,"Printing, publishing, & recorded media",2,total,D1708,3
5514,Reasons given for not receiving the full amount: no reasons,"Petroleum, coal, chemical, & associated product",2,total,D1708,0
5515,Reasons given for not receiving the full amount: no reasons,Non-metallic mineral product,2,total,D1708,0
5516,Reasons given for not receiving the full amount: no reasons,Metal product,2,total,D1708,18
5517,Reasons given for not receiving the full amount: no reasons,Transport and industrial machinery & equipment,2,total,D1708,0
5518,Reasons given for not receiving the full amount: no reasons,Other machinery & equipment,2,total,D1708,0
5519,Reasons given for not receiving the full amount: no reasons,Other manufacturing,2,total,D1708,3
5520,Reasons given for not receiving the full amount: no reasons,"Electricity, gas, water, & waste services",1,total,D1708,3
5521,Reasons given for not receiving the full amount: no reasons,Construction,1,total,D1708,42
5522,Reasons given for not receiving the full amount: no reasons,Wholesale trade,1,total,D1708,30
5523,Reasons given for not receiving the full amount: no reasons,Machinery & equipment wholesaling,2,total,D1708,0
5524,Reasons given for not receiving the full amount: no reasons,Other wholesale trade,2,total,D1708,27
5525,Reasons given for not receiving the full amount: no reasons,Retail trade,1,total,D1708,0
5526,Reasons given for not receiving the full amount: no reasons,Accommodation & food services,1,total,D1708,159
5527,Reasons given for not receiving the full amount: no reasons,"Transport, postal, & warehousing",1,total,D1708,51
5528,Reasons given for not receiving the full amount: no reasons,Information media & telecommunications,1,total,D1708,9
5529,Reasons given for not receiving the full amount: no reasons,Publishing,2,total,D1708,3
5530,Reasons given for not receiving the full amount: no reasons,Motion picture,2,total,D1708,0
5531,Reasons given for not receiving the full amount: no reasons,Telecommunications,2,total,D1708,0
5532,Reasons given for not receiving the full amount: no reasons,Financial & insurance services,1,total,D1708,3
5533,Reasons given for not receiving the full amount: no reasons,Finance,2,total,D1708,3
5534,Reasons given for not receiving the full amount: no reasons,Insurance,2,total,D1708,0
5535,Reasons given for not receiving the full amount: no reasons,Auxiliary,2,total,D1708,0
5536,Reasons given for not receiving the full amount: no reasons,"Rental, hiring, & real estate services",1,total,D1708,15
5537,Reasons given for not receiving the full amount: no reasons,"Professional, scientific, & technical services",1,total,D1708,27
5538,Reasons given for not receiving the full amount: no reasons,Computer systems design,2,total,D1708,3
5539,Reasons given for not receiving the full amount: no reasons,Other professional scientific,2,total,D1708,27
5540,Reasons given for not receiving the full amount: no reasons,Administrative & support services,1,total,D1708,21
5541,Reasons given for not receiving the full amount: no reasons,Education & training,1,total,D1708,39
5542,Reasons given for not receiving the full amount: no reasons,Health care & social assistance,1,total,D1708,48
5543,Reasons given for not receiving the full amount: no reasons,Arts & recreation services,1,total,D1708,6
5544,Reasons given for not receiving the full amount: no reasons,Other services,1,total,D1708,30
5545,Reasons given for not receiving the full amount: no reasons,total,0,total,D1708,591
5546,Impact of not receiving full amount: expansion or investment put on hold,total,0,619 employees,D1801,444
5547,Impact of not receiving full amount: expansion or investment put on hold,total,0,2049 employees,D1801,30
5548,Impact of not receiving full amount: expansion or investment put on hold,total,0,5099 employees,D1801,18
5549,Impact of not receiving full amount: expansion or investment put on hold,total,0,100+ employees,D1801,15
5550,Impact of not receiving full amount: expansion or investment put on hold,"Agriculture, forestry, & fishing",1,total,D1801,36
5551,Impact of not receiving full amount: expansion or investment put on hold,Agriculture,2,total,D1801,24
5552,Impact of not receiving full amount: expansion or investment put on hold,Commercial fishing,2,total,D1801,0
5553,Impact of not receiving full amount: expansion or investment put on hold,Forestry & logging,2,total,D1801,3
5554,Impact of not receiving full amount: expansion or investment put on hold,"Agriculture, forestry, & fishing support services",2,total,D1801,9
5555,Impact of not receiving full amount: expansion or investment put on hold,Mining,1,total,D1801,3
5556,Impact of not receiving full amount: expansion or investment put on hold,Manufacturing,1,total,D1801,54
5557,Impact of not receiving full amount: expansion or investment put on hold,"Food, beverage, & tobacco",2,total,D1801,15
5558,Impact of not receiving full amount: expansion or investment put on hold,"Textile, clothing, footwear, & leather",2,total,D1801,3
5559,Impact of not receiving full amount: expansion or investment put on hold,Wood & paper product,2,total,D1801,15
5560,Impact of not receiving full amount: expansion or investment put on hold,"Printing, publishing, & recorded media",2,total,D1801,0
5561,Impact of not receiving full amount: expansion or investment put on hold,"Petroleum, coal, chemical, & associated product",2,total,D1801,9
5562,Impact of not receiving full amount: expansion or investment put on hold,Non-metallic mineral product,2,total,D1801,3
5563,Impact of not receiving full amount: expansion or investment put on hold,Metal product,2,total,D1801,3
5564,Impact of not receiving full amount: expansion or investment put on hold,Transport and industrial machinery & equipment,2,total,D1801,9
5565,Impact of not receiving full amount: expansion or investment put on hold,Other machinery & equipment,2,total,D1801,3
5566,Impact of not receiving full amount: expansion or investment put on hold,Other manufacturing,2,total,D1801,0
5567,Impact of not receiving full amount: expansion or investment put on hold,"Electricity, gas, water, & waste services",1,total,D1801,3
5568,Impact of not receiving full amount: expansion or investment put on hold,Construction,1,total,D1801,123
5569,Impact of not receiving full amount: expansion or investment put on hold,Wholesale trade,1,total,D1801,21
5570,Impact of not receiving full amount: expansion or investment put on hold,Machinery & equipment wholesaling,2,total,D1801,0
5571,Impact of not receiving full amount: expansion or investment put on hold,Other wholesale trade,2,total,D1801,21
5572,Impact of not receiving full amount: expansion or investment put on hold,Retail trade,1,total,D1801,93
5573,Impact of not receiving full amount: expansion or investment put on hold,Accommodation & food services,1,total,D1801,69
5574,Impact of not receiving full amount: expansion or investment put on hold,"Transport, postal, & warehousing",1,total,D1801,12
5575,Impact of not receiving full amount: expansion or investment put on hold,Information media & telecommunications,1,total,D1801,3
5576,Impact of not receiving full amount: expansion or investment put on hold,Publishing,2,total,D1801,0
5577,Impact of not receiving full amount: expansion or investment put on hold,Motion picture,2,total,D1801,3
5578,Impact of not receiving full amount: expansion or investment put on hold,Telecommunications,2,total,D1801,0
5579,Impact of not receiving full amount: expansion or investment put on hold,Financial & insurance services,1,total,D1801,0
5580,Impact of not receiving full amount: expansion or investment put on hold,Finance,2,total,D1801,3
5581,Impact of not receiving full amount: expansion or investment put on hold,Insurance,2,total,D1801,0
5582,Impact of not receiving full amount: expansion or investment put on hold,Auxiliary,2,total,D1801,0
5583,Impact of not receiving full amount: expansion or investment put on hold,"Rental, hiring, & real estate services",1,total,D1801,15
5584,Impact of not receiving full amount: expansion or investment put on hold,"Professional, scientific, & technical services",1,total,D1801,3
5585,Impact of not receiving full amount: expansion or investment put on hold,Computer systems design,2,total,D1801,0
5586,Impact of not receiving full amount: expansion or investment put on hold,Other professional scientific,2,total,D1801,3
5587,Impact of not receiving full amount: expansion or investment put on hold,Administrative & support services,1,total,D1801,12
5588,Impact of not receiving full amount: expansion or investment put on hold,Education & training,1,total,D1801,3
5589,Impact of not receiving full amount: expansion or investment put on hold,Health care & social assistance,1,total,D1801,33
5590,Impact of not receiving full amount: expansion or investment put on hold,Arts & recreation services,1,total,D1801,0
5591,Impact of not receiving full amount: expansion or investment put on hold,Other services,1,total,D1801,15
5592,Impact of not receiving full amount: expansion or investment put on hold,total,0,total,D1801,510
5593,Impact of not receiving full amount: laying off staff,total,0,619 employees,D1802,384
5594,Impact of not receiving full amount: laying off staff,total,0,2049 employees,D1802,6
5595,Impact of not receiving full amount: laying off staff,total,0,5099 employees,D1802,3
5596,Impact of not receiving full amount: laying off staff,total,0,100+ employees,D1802,3
5597,Impact of not receiving full amount: laying off staff,"Agriculture, forestry, & fishing",1,total,D1802,3
5598,Impact of not receiving full amount: laying off staff,Agriculture,2,total,D1802,0
5599,Impact of not receiving full amount: laying off staff,Commercial fishing,2,total,D1802,0
5600,Impact of not receiving full amount: laying off staff,Forestry & logging,2,total,D1802,0
5601,Impact of not receiving full amount: laying off staff,"Agriculture, forestry, & fishing support services",2,total,D1802,0
5602,Impact of not receiving full amount: laying off staff,Mining,1,total,D1802,0
5603,Impact of not receiving full amount: laying off staff,Manufacturing,1,total,D1802,6
5604,Impact of not receiving full amount: laying off staff,"Food, beverage, & tobacco",2,total,D1802,0
5605,Impact of not receiving full amount: laying off staff,"Textile, clothing, footwear, & leather",2,total,D1802,0
5606,Impact of not receiving full amount: laying off staff,Wood & paper product,2,total,D1802,0
5607,Impact of not receiving full amount: laying off staff,"Printing, publishing, & recorded media",2,total,D1802,6
5608,Impact of not receiving full amount: laying off staff,"Petroleum, coal, chemical, & associated product",2,total,D1802,0
5609,Impact of not receiving full amount: laying off staff,Non-metallic mineral product,2,total,D1802,0
5610,Impact of not receiving full amount: laying off staff,Metal product,2,total,D1802,0
5611,Impact of not receiving full amount: laying off staff,Transport and industrial machinery & equipment,2,total,D1802,0
5612,Impact of not receiving full amount: laying off staff,Other machinery & equipment,2,total,D1802,0
5613,Impact of not receiving full amount: laying off staff,Other manufacturing,2,total,D1802,0
5614,Impact of not receiving full amount: laying off staff,"Electricity, gas, water, & waste services",1,total,D1802,0
5615,Impact of not receiving full amount: laying off staff,Construction,1,total,D1802,39
5616,Impact of not receiving full amount: laying off staff,Wholesale trade,1,total,D1802,0
5617,Impact of not receiving full amount: laying off staff,Machinery & equipment wholesaling,2,total,D1802,0
5618,Impact of not receiving full amount: laying off staff,Other wholesale trade,2,total,D1802,0
5619,Impact of not receiving full amount: laying off staff,Retail trade,1,total,D1802,48
5620,Impact of not receiving full amount: laying off staff,Accommodation & food services,1,total,D1802,243
5621,Impact of not receiving full amount: laying off staff,"Transport, postal, & warehousing",1,total,D1802,0
5622,Impact of not receiving full amount: laying off staff,Information media & telecommunications,1,total,D1802,3
5623,Impact of not receiving full amount: laying off staff,Publishing,2,total,D1802,0
5624,Impact of not receiving full amount: laying off staff,Motion picture,2,total,D1802,0
5625,Impact of not receiving full amount: laying off staff,Telecommunications,2,total,D1802,0
5626,Impact of not receiving full amount: laying off staff,Financial & insurance services,1,total,D1802,0
5627,Impact of not receiving full amount: laying off staff,Finance,2,total,D1802,0
5628,Impact of not receiving full amount: laying off staff,Insurance,2,total,D1802,0
5629,Impact of not receiving full amount: laying off staff,Auxiliary,2,total,D1802,0
5630,Impact of not receiving full amount: laying off staff,"Rental, hiring, & real estate services",1,total,D1802,12
5631,Impact of not receiving full amount: laying off staff,"Professional, scientific, & technical services",1,total,D1802,24
5632,Impact of not receiving full amount: laying off staff,Computer systems design,2,total,D1802,0
5633,Impact of not receiving full amount: laying off staff,Other professional scientific,2,total,D1802,24
5634,Impact of not receiving full amount: laying off staff,Administrative & support services,1,total,D1802,9
5635,Impact of not receiving full amount: laying off staff,Education & training,1,total,D1802,3
5636,Impact of not receiving full amount: laying off staff,Health care & social assistance,1,total,D1802,0
5637,Impact of not receiving full amount: laying off staff,Arts & recreation services,1,total,D1802,0
5638,Impact of not receiving full amount: laying off staff,Other services,1,total,D1802,0
5639,Impact of not receiving full amount: laying off staff,total,0,total,D1802,393
5640,Impact of not receiving full amount: reducing working hours,total,0,619 employees,D1803,462
5641,Impact of not receiving full amount: reducing working hours,total,0,2049 employees,D1803,54
5642,Impact of not receiving full amount: reducing working hours,total,0,5099 employees,D1803,6
5643,Impact of not receiving full amount: reducing working hours,total,0,100+ employees,D1803,3
5644,Impact of not receiving full amount: reducing working hours,"Agriculture, forestry, & fishing",1,total,D1803,24
5645,Impact of not receiving full amount: reducing working hours,Agriculture,2,total,D1803,24
5646,Impact of not receiving full amount: reducing working hours,Commercial fishing,2,total,D1803,0
5647,Impact of not receiving full amount: reducing working hours,Forestry & logging,2,total,D1803,0
5648,Impact of not receiving full amount: reducing working hours,"Agriculture, forestry, & fishing support services",2,total,D1803,0
5649,Impact of not receiving full amount: reducing working hours,Mining,1,total,D1803,0
5650,Impact of not receiving full amount: reducing working hours,Manufacturing,1,total,D1803,24
5651,Impact of not receiving full amount: reducing working hours,"Food, beverage, & tobacco",2,total,D1803,6
5652,Impact of not receiving full amount: reducing working hours,"Textile, clothing, footwear, & leather",2,total,D1803,0
5653,Impact of not receiving full amount: reducing working hours,Wood & paper product,2,total,D1803,0
5654,Impact of not receiving full amount: reducing working hours,"Printing, publishing, & recorded media",2,total,D1803,6
5655,Impact of not receiving full amount: reducing working hours,"Petroleum, coal, chemical, & associated product",2,total,D1803,9
5656,Impact of not receiving full amount: reducing working hours,Non-metallic mineral product,2,total,D1803,0
5657,Impact of not receiving full amount: reducing working hours,Metal product,2,total,D1803,3
5658,Impact of not receiving full amount: reducing working hours,Transport and industrial machinery & equipment,2,total,D1803,0
5659,Impact of not receiving full amount: reducing working hours,Other machinery & equipment,2,total,D1803,0
5660,Impact of not receiving full amount: reducing working hours,Other manufacturing,2,total,D1803,0
5661,Impact of not receiving full amount: reducing working hours,"Electricity, gas, water, & waste services",1,total,D1803,0
5662,Impact of not receiving full amount: reducing working hours,Construction,1,total,D1803,0
5663,Impact of not receiving full amount: reducing working hours,Wholesale trade,1,total,D1803,9
5664,Impact of not receiving full amount: reducing working hours,Machinery & equipment wholesaling,2,total,D1803,0
5665,Impact of not receiving full amount: reducing working hours,Other wholesale trade,2,total,D1803,6
5666,Impact of not receiving full amount: reducing working hours,Retail trade,1,total,D1803,48
5667,Impact of not receiving full amount: reducing working hours,Accommodation & food services,1,total,D1803,327
5668,Impact of not receiving full amount: reducing working hours,"Transport, postal, & warehousing",1,total,D1803,30
5669,Impact of not receiving full amount: reducing working hours,Information media & telecommunications,1,total,D1803,3
5670,Impact of not receiving full amount: reducing working hours,Publishing,2,total,D1803,0
5671,Impact of not receiving full amount: reducing working hours,Motion picture,2,total,D1803,0
5672,Impact of not receiving full amount: reducing working hours,Telecommunications,2,total,D1803,0
5673,Impact of not receiving full amount: reducing working hours,Financial & insurance services,1,total,D1803,0
5674,Impact of not receiving full amount: reducing working hours,Finance,2,total,D1803,0
5675,Impact of not receiving full amount: reducing working hours,Insurance,2,total,D1803,0
5676,Impact of not receiving full amount: reducing working hours,Auxiliary,2,total,D1803,0
5677,Impact of not receiving full amount: reducing working hours,"Rental, hiring, & real estate services",1,total,D1803,12
5678,Impact of not receiving full amount: reducing working hours,"Professional, scientific, & technical services",1,total,D1803,24
5679,Impact of not receiving full amount: reducing working hours,Computer systems design,2,total,D1803,0
5680,Impact of not receiving full amount: reducing working hours,Other professional scientific,2,total,D1803,27
5681,Impact of not receiving full amount: reducing working hours,Administrative & support services,1,total,D1803,0
5682,Impact of not receiving full amount: reducing working hours,Education & training,1,total,D1803,6
5683,Impact of not receiving full amount: reducing working hours,Health care & social assistance,1,total,D1803,12
5684,Impact of not receiving full amount: reducing working hours,Arts & recreation services,1,total,D1803,0
5685,Impact of not receiving full amount: reducing working hours,Other services,1,total,D1803,0
5686,Impact of not receiving full amount: reducing working hours,total,0,total,D1803,525
5687,Impact of not receiving full amount: reducing output,total,0,619 employees,D1804,258
5688,Impact of not receiving full amount: reducing output,total,0,2049 employees,D1804,36
5689,Impact of not receiving full amount: reducing output,total,0,5099 employees,D1804,12
5690,Impact of not receiving full amount: reducing output,total,0,100+ employees,D1804,6
5691,Impact of not receiving full amount: reducing output,"Agriculture, forestry, & fishing",1,total,D1804,57
5692,Impact of not receiving full amount: reducing output,Agriculture,2,total,D1804,48
5693,Impact of not receiving full amount: reducing output,Commercial fishing,2,total,D1804,0
5694,Impact of not receiving full amount: reducing output,Forestry & logging,2,total,D1804,0
5695,Impact of not receiving full amount: reducing output,"Agriculture, forestry, & fishing support services",2,total,D1804,9
5696,Impact of not receiving full amount: reducing output,Mining,1,total,D1804,3
5697,Impact of not receiving full amount: reducing output,Manufacturing,1,total,D1804,24
5698,Impact of not receiving full amount: reducing output,"Food, beverage, & tobacco",2,total,D1804,21
5699,Impact of not receiving full amount: reducing output,"Textile, clothing, footwear, & leather",2,total,D1804,0
5700,Impact of not receiving full amount: reducing output,Wood & paper product,2,total,D1804,0
5701,Impact of not receiving full amount: reducing output,"Printing, publishing, & recorded media",2,total,D1804,0
5702,Impact of not receiving full amount: reducing output,"Petroleum, coal, chemical, & associated product",2,total,D1804,0
5703,Impact of not receiving full amount: reducing output,Non-metallic mineral product,2,total,D1804,0
5704,Impact of not receiving full amount: reducing output,Metal product,2,total,D1804,3
5705,Impact of not receiving full amount: reducing output,Transport and industrial machinery & equipment,2,total,D1804,0
5706,Impact of not receiving full amount: reducing output,Other machinery & equipment,2,total,D1804,0
5707,Impact of not receiving full amount: reducing output,Other manufacturing,2,total,D1804,0
5708,Impact of not receiving full amount: reducing output,"Electricity, gas, water, & waste services",1,total,D1804,0
5709,Impact of not receiving full amount: reducing output,Construction,1,total,D1804,45
5710,Impact of not receiving full amount: reducing output,Wholesale trade,1,total,D1804,0
5711,Impact of not receiving full amount: reducing output,Machinery & equipment wholesaling,2,total,D1804,0
5712,Impact of not receiving full amount: reducing output,Other wholesale trade,2,total,D1804,0
5713,Impact of not receiving full amount: reducing output,Retail trade,1,total,D1804,12
5714,Impact of not receiving full amount: reducing output,Accommodation & food services,1,total,D1804,123
5715,Impact of not receiving full amount: reducing output,"Transport, postal, & warehousing",1,total,D1804,12
5716,Impact of not receiving full amount: reducing output,Information media & telecommunications,1,total,D1804,0
5717,Impact of not receiving full amount: reducing output,Publishing,2,total,D1804,0
5718,Impact of not receiving full amount: reducing output,Motion picture,2,total,D1804,0
5719,Impact of not receiving full amount: reducing output,Telecommunications,2,total,D1804,0
